2026-03-23 13:04:13,950 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0065.wav/bass.wav
2026-03-23 13:04:13,958 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0003.wav/bass.wav
2026-03-23 13:04:13,958 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0067.wav/vocals.wav
2026-03-23 13:04:13,959 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0003.wav/drums.wav
2026-03-23 13:04:13,959 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0035.wav/bass.wav
2026-03-23 13:04:13,959 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0099.wav/bass.wav
2026-03-23 13:04:13,959 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0068.wav/bass.wav
2026-03-23 13:04:13,959 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0003.wav/other.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0099.wav/drums.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0035.wav/drums.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0068.wav/drums.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0003.wav/vocals.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0068.wav/other.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0035.wav/other.wav
2026-03-23 13:04:13,960 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0099.wav/other.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0004.wav/bass.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0068.wav/vocals.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0004.wav/drums.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0035.wav/vocals.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0099.wav/vocals.wav
2026-03-23 13:04:13,961 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0069.wav/bass.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0004.wav/other.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0069.wav/drums.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0004.wav/vocals.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0100.wav/bass.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0036.wav/bass.wav
2026-03-23 13:04:13,962 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0069.wav/other.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0005.wav/bass.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0100.wav/drums.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0069.wav/vocals.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0036.wav/drums.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0005.wav/drums.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0070.wav/bass.wav
2026-03-23 13:04:13,963 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0100.wav/other.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0036.wav/other.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0005.wav/other.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0070.wav/drums.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0005.wav/vocals.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0036.wav/vocals.wav
2026-03-23 13:04:13,964 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0100.wav/vocals.wav
2026-03-23 13:04:13,965 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0070.wav/other.wav
2026-03-23 13:04:13,965 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0006.wav/bass.wav
2026-03-23 13:04:13,965 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0070.wav/vocals.wav
2026-03-23 13:04:13,965 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0037.wav/bass.wav
2026-03-23 13:04:13,965 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0101.wav/bass.wav
2026-03-23 13:04:13,966 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0006.wav/drums.wav
2026-03-23 13:04:13,966 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0071.wav/bass.wav
2026-03-23 13:04:13,966 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0101.wav/drums.wav
2026-03-23 13:04:13,966 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0037.wav/drums.wav
2026-03-23 13:04:13,966 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0006.wav/other.wav
2026-03-23 13:04:13,967 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0071.wav/drums.wav
2026-03-23 13:04:13,967 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0006.wav/vocals.wav
2026-03-23 13:04:13,967 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0037.wav/other.wav
2026-03-23 13:04:13,967 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0101.wav/other.wav
2026-03-23 13:04:13,967 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0071.wav/other.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0007.wav/bass.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0071.wav/vocals.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0037.wav/vocals.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0101.wav/vocals.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0007.wav/drums.wav
2026-03-23 13:04:13,968 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0072.wav/bass.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0007.wav/other.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0038.wav/bass.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0102.wav/bass.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0072.wav/drums.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0007.wav/vocals.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0072.wav/other.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0102.wav/drums.wav
2026-03-23 13:04:13,969 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0038.wav/drums.wav
2026-03-23 13:04:13,970 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0008.wav/bass.wav
2026-03-23 13:04:13,970 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0072.wav/vocals.wav
2026-03-23 13:04:13,970 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0038.wav/other.wav
2026-03-23 13:04:13,970 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0102.wav/other.wav
2026-03-23 13:04:13,970 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0008.wav/drums.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0073.wav/bass.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0008.wav/other.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0038.wav/vocals.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0102.wav/vocals.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0073.wav/drums.wav
2026-03-23 13:04:13,971 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0008.wav/vocals.wav
2026-03-23 13:04:13,972 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0073.wav/other.wav
2026-03-23 13:04:13,972 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0103.wav/bass.wav
2026-03-23 13:04:13,972 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0039.wav/bass.wav
2026-03-23 13:04:13,972 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0009.wav/bass.wav
2026-03-23 13:04:13,972 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0073.wav/vocals.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0009.wav/drums.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0103.wav/drums.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0039.wav/drums.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0074.wav/bass.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0009.wav/other.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0074.wav/drums.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0039.wav/other.wav
2026-03-23 13:04:13,973 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0103.wav/other.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0009.wav/vocals.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0074.wav/other.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0010.wav/bass.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0039.wav/vocals.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0103.wav/vocals.wav
2026-03-23 13:04:13,974 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0074.wav/vocals.wav
2026-03-23 13:04:13,975 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0010.wav/drums.wav
2026-03-23 13:04:13,975 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0075.wav/bass.wav
2026-03-23 13:04:13,975 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0104.wav/bass.wav
2026-03-23 13:04:13,975 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0040.wav/bass.wav
2026-03-23 13:04:13,975 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0010.wav/other.wav
2026-03-23 13:04:13,976 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0075.wav/drums.wav
2026-03-23 13:04:13,976 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0010.wav/vocals.wav
2026-03-23 13:04:13,976 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0040.wav/drums.wav
2026-03-23 13:04:13,976 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0104.wav/drums.wav
2026-03-23 13:04:13,976 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0075.wav/other.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0011.wav/bass.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0075.wav/vocals.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0104.wav/other.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0040.wav/other.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0011.wav/drums.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0104.wav/vocals.wav
2026-03-23 13:04:13,977 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0076.wav/bass.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0011.wav/other.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0076.wav/drums.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0105.wav/bass.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0040.wav/vocals.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0011.wav/vocals.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0076.wav/other.wav
2026-03-23 13:04:13,978 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0105.wav/drums.wav
2026-03-23 13:04:13,979 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0076.wav/vocals.wav
2026-03-23 13:04:13,979 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0105.wav/other.wav
2026-03-23 13:04:13,979 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0012.wav/bass.wav
2026-03-23 13:04:13,979 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0041.wav/bass.wav
2026-03-23 13:04:13,979 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0105.wav/vocals.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0077.wav/bass.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0012.wav/drums.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0041.wav/drums.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0077.wav/drums.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0012.wav/other.wav
2026-03-23 13:04:13,980 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0106.wav/bass.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0012.wav/vocals.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0106.wav/drums.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0077.wav/other.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0041.wav/other.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0106.wav/other.wav
2026-03-23 13:04:13,981 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0077.wav/vocals.wav
